id;youtube_url;artist;title;year
264;https://music.youtube.com/watch?v=o1tj2zJ2Wvg;Guns N' Roses;Welcome To The Jungle;1987
265;https://music.youtube.com/watch?v=s88r_q7oufE;Queens Of The Stone Age;No One Knows;2002
266;https://music.youtube.com/watch?v=wuvtoyVi7vY;Phil Collins;Against All Odds;2016
267;https://music.youtube.com/watch?v=iy-nr1L_YrY;Peter Maffay;Du 1970;2020
268;https://music.youtube.com/watch?v=X3IA6pIVank;Neil Young;Heart of Gold (2009 Remaster);1972
269;https://music.youtube.com/watch?v=mrZRURcb1cM;Fleetwood Mac;Dreams;1977
270;https://music.youtube.com/watch?v=Yii6Xi8tkI4;Kayak;Ruthless Queen;1978
271;https://music.youtube.com/watch?v=htvgBHVU2jE;The Mark & Clark Band;Worn Down Piano;1977
272;https://music.youtube.com/watch?v=tH2w6Oxx0kQ;Kansas;Dust in the Wind;1977
273;https://music.youtube.com/watch?v=xsJ4O-nSveg;Live;Lightning Crashes;1994
274;https://music.youtube.com/watch?v=-WNo6YdN8u0;felipemusicEUROPE;Abel Onderweg;2020
275;https://music.youtube.com/watch?v=nBmhCIW7KCA;Suzan & Freek;Als Het Avond Is (Officiële Video);2020
276;https://music.youtube.com/watch?v=5anLPw0Efmo;Evanescence;My Immortal;2003
277;https://music.youtube.com/watch?v=Ih5i8lEpaH0;Alderliefste, Ramses Shaffy, Liesbeth List;Laat Me / Vivre;2006
278;https://music.youtube.com/watch?v=a2giXO6eyuI;Adele;Set Fire to the Rain;2011
279;https://music.youtube.com/watch?v=Soa3gO7tL-c;Green Day;Boulevard Of Broken Dreams;2004
280;https://music.youtube.com/watch?v=n4RjJKxsamQ;Scorpions;Wind Of Change;1990
281;https://music.youtube.com/watch?v=MSSxnv1_J2g;The Rolling Stones;Satisfaction (Mono);1965
282;https://music.youtube.com/watch?v=reGlno9aUpw;Within Temptation;Mother Earth;2000
283;https://music.youtube.com/watch?v=J8ESJqEbm8E;Supertramp;The Logical Song (Remastered 2010);1979
284;https://music.youtube.com/watch?v=OoYbO46baX4;Kensington;Streets;2014
285;https://music.youtube.com/watch?v=KOVyBhVsOV0;Fleetwood Mac;Sara;1988
